# OpenTelemetry Metrics report: .csv, 4 fields: 
workspaceModel.global.apply.state.to.project.ms,1774241936570000000,1774241996570000000,5
workspaceModel.delayed.project.synchronizer.sync.ms,1774241936570000000,1774241996570000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1774241936570000000,1774241996570000000,2
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1774241936570000000,1774241996570000000,4
workspaceModel.moduleBridge.facet.initialization.ms,1774241936570000000,1774241996570000000,0
jps.facet.change.listener.process.change.events.ms,1774241936570000000,1774241996570000000,0
jps.load.initial.state.ms,1774241936570000000,1774241996570000000,13
jps.module.dependency.index.workspace.model.listener.on.changed.ms,1774241936570000000,1774241996570000000,0
jps.project.serializers.save.ms,1774241936570000000,1774241996570000000,0
workspaceModel.load.cache.from.file.ms,1774241936570000000,1774241996570000000,0
jps.modifiable.module.model.bridge.renaming.ms,1774241936570000000,1774241996570000000,0
jps.save.changed.project.entities.ms,1774241936570000000,1774241996570000000,0
jps.global.get.library.by.name.ms,1774241936570000000,1774241996570000000,0
workspaceModel.global.updates.count,1774241936570000000,1774241996570000000,1
workspaceModel.moduleBridge.before.changed.ms,1774241936570000000,1774241996570000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1774241936570000000,1774241996570000000,0
workspaceModel.load.cache.metadata.from.file.ms,1774241936570000000,1774241996570000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1774241936570000000,1774241996570000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1774241936570000000,1774241996570000000,38
workspaceModel.moduleBridgeLoader.loading.modules.ms,1774241936570000000,1774241996570000000,1058
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1774241936570000000,1774241996570000000,0
jps.reload.project.entities.ms,1774241936570000000,1774241996570000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1774241936570000000,1774241996570000000,3
workspaceModel.global.updates.ms,1774241936570000000,1774241996570000000,7
workspaceModel.orphan.listener.update.ms,1774241936570000000,1774241996570000000,2
jps.global.get.library.ms,1774241936570000000,1774241996570000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1774241936570000000,1774241996570000000,1
workspaceModel.sync.entities.ms,1774241936570000000,1774241996570000000,0
jps.save.global.entities.ms,1774241936570000000,1774241996570000000,0
jps.global.handle.changed.events.ms,1774241936570000000,1774241996570000000,0
workspaceModel.do.save.caches.ms,1774241936570000000,1774241996570000000,105
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1774241936570000000,1774241996570000000,0
jps.facet.change.listener.init.bridge.ms,1774241936570000000,1774241996570000000,1
FlushQueue.executionTime90PNs,1774241936570000000,1774241996570000000,255999
NonBlockingReadAction.failedExecutionTimeUs,1774241936570000000,1774241996570000000,62270
FlushQueue.waitingTimeMaxNs,1774241936570000000,1774241996570000000,1132462079
FlushQueue.tasksExecuted,1774241936570000000,1774241996570000000,2672
NonBlockingReadAction.finalizedExecutionsCount,1774241936570000000,1774241996570000000,3
WriteAction.executionsCount,1774241936570000000,1774241996570000000,35
AWTEventQueue.eventsDispatched,1774241936570000000,1774241996570000000,12650
FlushQueue.waitingTime90PNs,1774241936570000000,1774241996570000000,35651583
FlushQueue.queueSizeMax,1774241936570000000,1774241996570000000,170
AWTEventQueue.dispatchTimeAvgNs,1774241936570000000,1774241996570000000,631028.6362055336
FlushQueue.queueSize90P,1774241936570000000,1774241996570000000,42
NonBlockingReadAction.finalizedExecutionTimeUs,1774241936570000000,1774241996570000000,134541
FlushQueue.executionTimeMaxNs,1774241936570000000,1774241996570000000,4529848319
ReadAction.executionsCount,1774241936570000000,1774241996570000000,211920
AWTEventQueue.dispatchTimeTotalNS,1774241936570000000,1774241996570000000,7983067544
NonBlockingReadAction.failedExecutionsCount,1774241936570000000,1774241996570000000,3
FlushQueue.queueSizeAvg,1774241936570000000,1774241996570000000,13.761601796407186
AWTEventQueue.dispatchTimeMaxNs,1774241936570000000,1774241996570000000,1044381695
AWTEventQueue.dispatchTime90PNs,1774241936570000000,1774241996570000000,823295
FlushQueue.executionTimeAvgNs,1774241936570000000,1774241996570000000,3772140.745508982
FlushQueue.waitingTimeAvgNs,1774241936570000000,1774241996570000000,1.9547156517964073E7
lexer.JSON.time.ns,1774241936570000000,1774241996570000000,8827000
LowMemory.gcOverloaded,1774241936570000000,1774241996570000000,0
parser.JSON.size.bytes,1774241936570000000,1774241996570000000,503
writeAction.wait.ms,1774241936570000000,1774241996570000000,13
DiskQueryRelay.tasksExecuted,1774241936570000000,1774241996570000000,62023
LowMemory.gcLoad,1774241936570000000,1774241996570000000,0.0
lexer.JSON.size.bytes,1774241936570000000,1774241996570000000,503
DiskQueryRelay.tasksRequested,1774241936570000000,1774241996570000000,62023
DiskQueryRelay.taskExecutionTotalTimeUs,1774241936570000000,1774241996570000000,4896632
writeAction.median.wait.ms,1774241936570000000,1774241996570000000,0
writeAction.count,1774241936570000000,1774241996570000000,35
writeAction.max.wait.ms,1774241936570000000,1774241996570000000,4
parser.JSON.time.ns,1774241936570000000,1774241996570000000,14404333
DiskQueryRelay.taskWaitingTotalTimeUs,1774241936570000000,1774241996570000000,7275205
workspaceModel.workspaceFileIndexData.getDirectoriesByPackageName.ms,1774241936570000000,1774241996570000000,0
workspaceModel.workspaceFileIndexData.getFileInfo.ms,1774241936570000000,1774241996570000000,509
workspaceModel.workspaceFileIndexData.instances.count,1774241936570000000,1774241996570000000,1
workspaceModel.update.unloaded.entities.ms,1774241936570000000,1774241996570000000,0
workspaceModel.on.changed.ms,1774241936570000000,1774241996570000000,56
workspaceModel.cachedValue.calculated.count,1774241936570000000,1774241996570000000,27
workspaceModel.loading.total.ms,1774241936570000000,1774241996570000000,38
workspaceModel.workspaceFileIndexData.visitFileSets.ms,1774241936570000000,1774241996570000000,19
workspaceModel.initializing.ms,1774241936570000000,1774241996570000000,3
workspaceModel.cachedValueWithParameters.clear.count,1774241936570000000,1774241996570000000,0
workspaceModel.cachedValue.from.cache.count,1774241936570000000,1774241996570000000,48
workspaceModel.workspaceFileIndexData.processFileSets.ms,1774241936570000000,1774241996570000000,0
workspaceModel.workspaceFileIndexData.updateDirtyEntities.ms,1774241936570000000,1774241996570000000,0
workspaceModel.check.recursive.update.ms,1774241936570000000,1774241996570000000,0
workspaceModel.workspaceFileIndexData.getPackageName.ms,1774241936570000000,1774241996570000000,0
workspaceModel.workspaceFileIndexContributor.registerFileSets.ms,1774241936570000000,1774241996570000000,6
workspaceModel.full.replace.project.model.ms,1774241936570000000,1774241996570000000,32
workspaceModel.updates.count,1774241936570000000,1774241996570000000,10
workspaceModel.cachedValueWithParameters.calculated.count,1774241936570000000,1774241996570000000,0
workspaceModel.workspaceFileIndexData.onEntitiesChanged.ms,1774241936570000000,1774241996570000000,7
workspaceModel.workspaceFileIndexData.init.ms,1774241936570000000,1774241996570000000,0
workspaceModel.entityStorageSnapshotImpl.instances.count,1774241936570000000,1774241996570000000,39
workspaceModel.pre.handlers.ms,1774241936570000000,1774241996570000000,1
workspaceModel.cachedValue.clear.count,1774241936570000000,1774241996570000000,2
workspaceModel.loading.from.cache.ms,1774241936570000000,1774241996570000000,31
workspaceModel.cachedValueWithParameters.total.get.count,1774241936570000000,1774241996570000000,0
workspaceModel.updates.ms,1774241936570000000,1774241996570000000,105
workspaceModel.replace.project.model.ms,1774241936570000000,1774241996570000000,0
workspaceModel.cachedValue.total.get.count,1774241936570000000,1774241996570000000,75
workspaceModel.workspaceFileIndexData.markDirty.ms,1774241936570000000,1774241996570000000,0
workspaceModel.updates.precise.ms,1774241936570000000,1774241996570000000,17
workspaceModel.collect.changes.ms,1774241936570000000,1774241996570000000,0
workspaceModel.on.before.changed.ms,1774241936570000000,1774241996570000000,47
workspaceModel.init.bridges.ms,1774241936570000000,1774241996570000000,7
workspaceModel.to.snapshot.ms,1774241936570000000,1774241996570000000,0
workspaceModel.cachedValueWithParameters.from.cache.count,1774241936570000000,1774241996570000000,0
MappedFileStorage.totalBytesMapped,1774241996570000000,1774242002303000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1774241996570000000,1774242002303000000,43008000
FilePageCache.pageHits,1774241996570000000,1774242002303000000,0
DirectByteBufferAllocator.misses,1774241996570000000,1774242002303000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1774241996570000000,1774242002303000000,0
FilePageCache.maxCacheSizeInBytes,1774241996570000000,1774242002303000000,599801856
FilePageCache.disposedBuffers,1774241996570000000,1774242002303000000,573
MappedFileStorage.totalPagesMapped,1774241996570000000,1774242002303000000,0
FilePageCache.totalPageLoadsUs,1774241996570000000,1774242002303000000,0
FilePageCache.maxRegisteredFiles,1774241996570000000,1774242002303000000,1097
DirectByteBufferAllocator.disposed,1774241996570000000,1774242002303000000,531
DirectByteBufferAllocator.hits,1774241996570000000,1774242002303000000,0
FilePageCache.pageLoads,1774241996570000000,1774242002303000000,0
FileChannelInterruptsRetryer.totalRetriedAttempts,1774241996570000000,1774242002303000000,0
FilePageCache.pageFastCacheHits,1774241996570000000,1774242002303000000,0
StorageLockContext.competingThreads.90P,1774241996570000000,1774242002303000000,0
StorageLockContext.competingThreads.max,1774241996570000000,1774242002303000000,0
StorageLockContext.competingThreads.avg,1774241996570000000,1774242002303000000,0.0
DirectByteBufferAllocator.reclaimed,1774241996570000000,1774242002303000000,42
FilePageCache.totalPageDisposalsUs,1774241996570000000,1774242002303000000,0
FilePageCache.uncachedFileAccess,1774241996570000000,1774242002303000000,0
FilePageCache.capacityInBytes,1774241996570000000,1774242002303000000,629145600
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1774241996570000000,1774242002303000000,41959424
MappedFileStorage.totalTimeSpentOnMappingUs,1774241996570000000,1774242002303000000,755567
MappedFileStorage.storages,1774241996570000000,1774242002303000000,0
MEM.fileMappingsRamBytes,1774241996570000000,1774242002303000000,514768896
JVM.committedHeapBytes,1774241996570000000,1774242002303000000,1073741824
JVM.newThreadsCount,1774241996570000000,1774242002303000000,16
JVM.maxHeapBytes,1774241996570000000,1774242002303000000,2147483648
JVM.totalSafepointCount,1774241996570000000,1774242002303000000,5
JVM.usedHeapBytes,1774241996570000000,1774242002303000000,1015226088
JVM.totalDirectByteBuffersBytes,1774241996570000000,1774242002303000000,54783326
JVM.totalTimeToSafepointsMs,1774241996570000000,1774242002303000000,0
MEM.ramMinusFileMappingsBytes,1774241996570000000,1774242002303000000,666697728
OS.loadAverage,1774241996570000000,1774242002303000000,3.4697265625
MEM.ramPlusSwapMinusFileMappingsBytes,1774241996570000000,1774242002303000000,2010661056
JVM.totalCpuTimeMs,1774241996570000000,1774242002303000000,1046
JVM.GC.collections,1774241996570000000,1774242002303000000,0
JVM.maxThreadCount,1774241996570000000,1774242002303000000,155
JVM.usedNativeBytes,1774241996570000000,1774242002303000000,353449440
JVM.threadCount,1774241996570000000,1774242002303000000,152
MEM.ramBytes,1774241996570000000,1774242002303000000,1209630720
JVM.GC.collectionTimesMs,1774241996570000000,1774242002303000000,0
JVM.totalBytesAllocated,1774241996570000000,1774242002303000000,19349032
JVM.totalTimeAtSafepointsMs,1774241996570000000,1774242002303000000,0
cacheStateStorage.set.duration,1774241996570000000,1774242002303000000,0
cacheStateStorage.set.counter,1774241996570000000,1774242002303000000,0
cacheStateStorage.get.counter,1774241996570000000,1774242002303000000,0
cacheStateStorage.get.duration,1774241996570000000,1774242002303000000,0
VFS.rootsCount,1774241996570000000,1774242002303000000,0.0
VFS.fileByIdCache.hits,1774241996570000000,1774242002303000000,0
VFS.fileChildByName,1774241996570000000,1774242002303000000,0
VFS.folderCaseSensitivityReads,1774241996570000000,1774242002303000000,0
VFS.fileByIdCache.misses,1774241996570000000,1774242002303000000,0
VFS.invertedFileNameIndex.requests,1774241996570000000,1774242002303000000,0
compiler.ArtifactManagerBridge.commit.ms,1774241996570000000,1774242002303000000,0
compiler.ArtifactManagerBridge.dropMappings.ms,1774241996570000000,1774242002303000000,0
compiler.ArtifactManagerBridge.addArtifact.ms,1774241996570000000,1774242002303000000,0
compiler.ArtifactManagerBridge.findArtifact.ms,1774241996570000000,1774242002303000000,0
compiler.ArtifactManagerBridge.getArtifacts.ms,1774241996570000000,1774242002303000000,0
compiler.ArtifactManagerBridge.initBridges.ms,1774241996570000000,1774242002303000000,0
compiler.ArtifactManagerBridge.getArtifactsByType.ms,1774241996570000000,1774242002303000000,0
Indexing.writer_2.totalTimeSpentWritingMs,1774241996570000000,1774242002303000000,0
Indexes.allKeys.lookupDurationAvgMs,1774241996570000000,1774242002303000000,0.0
Indexes.entries.lookupDurationAvgMs,1774241996570000000,1774242002303000000,0.0
Indexing.cache.totalCacheMisses,1774241996570000000,1774242002303000000,0
Indexes.stubs.lookupDurationMaxMs,1774241996570000000,1774242002303000000,0.0
Indexes.allKeys.lookups,1774241996570000000,1774242002303000000,0
Indexes.stubs.lookupDuration90PMs,1774241996570000000,1774242002303000000,0.0
Indexes.allKeys.lookupDurationMaxMs,1774241996570000000,1774242002303000000,0.0
Indexes.allKeys.lookupDuration90PMs,1774241996570000000,1774242002303000000,0.0
Indexing.writesQueuedMin,1774241996570000000,1774242002303000000,0
Indexes.stubs.lookupDurationAvgMs,1774241996570000000,1774242002303000000,0.0
Indexes.entries.lookupDuration90PMs,1774241996570000000,1774242002303000000,0.0
Indexing.cache.totalCacheEvicted,1774241996570000000,1774242002303000000,0
Indexing.writer_3.totalTimeSpentWritingMs,1774241996570000000,1774242002303000000,0
Indexes.entries.lookupDurationMaxMs,1774241996570000000,1774242002303000000,0.0
Indexes.entries.lookups,1774241996570000000,1774242002303000000,0
Indexing.writesQueuedAvg,1774241996570000000,1774242002303000000,0.0
Indexes.stubs.lookups,1774241996570000000,1774242002303000000,0
Indexing.totalTimeIndexersSleptMs,1774241996570000000,1774242002303000000,0
Indexing.writer_0.totalTimeSpentWritingMs,1774241996570000000,1774242002303000000,0
Indexing.writesQueuedMax,1774241996570000000,1774242002303000000,0
Indexing.writer_1.totalTimeSpentWritingMs,1774241996570000000,1774242002303000000,0
Indexing.cache.totalCacheAccesses,1774241996570000000,1774242002303000000,0
jps.apply.loaded.storage.ms,1774241996570000000,1774242002303000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1774241996570000000,1774242002303000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1774241996570000000,1774242002303000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1774241996570000000,1774242002303000000,0
jps.storage.jps.conf.reader.load.component.ms,1774241996570000000,1774242002303000000,0
jps.modifiable.module.model.bridge.disposing.ms,1774241996570000000,1774242002303000000,0
jps.facet.change.listener.before.change.events.ms,1774241996570000000,1774242002303000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1774241996570000000,1774242002303000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1774241996570000000,1774242002303000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1774241996570000000,1774242002303000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1774241996570000000,1774242002303000000,0
workspaceModel.mutableEntityStorage.hasReferrers.ms,1774241996570000000,1774242002303000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1774241996570000000,1774242002303000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1774241996570000000,1774242002303000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewChild.ms,1774241996570000000,1774242002303000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1774241996570000000,1774242002303000000,0
jps.global.get.libraries.ms,1774241996570000000,1774242002303000000,0
workspaceModel.moduleBridge.update.option.ms,1774241996570000000,1774242002303000000,0
jps.artifact.entities.serializer.load.entities.ms,1774241996570000000,1774242002303000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1774241996570000000,1774242002303000000,0
jps.global.initialize.library.bridges.after.loading.ms,1774241996570000000,1774242002303000000,0
jps.modifiable.module.model.bridge.new.module.ms,1774241996570000000,1774242002303000000,0
jps.project.serializers.load.ms,1774241996570000000,1774242002303000000,0
jps.app.storage.content.reader.load.component.ms,1774241996570000000,1774242002303000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1774241996570000000,1774242002303000000,0
jps.load.project.to.empty.storage.ms,1774241996570000000,1774242002303000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1774241996570000000,1774242002303000000,0
workspaceModel.save.cache.to.file.ms,1774241996570000000,1774242002303000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1774241996570000000,1774242002303000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1774241996570000000,1774242002303000000,0
workspaceModel.mutableEntityStorage.instances.count,1774241996570000000,1774242002303000000,0
jps.library.entities.serializer.load.entities.ms,1774241996570000000,1774242002303000000,0
jps.artifact.entities.serializer.save.entities.ms,1774241996570000000,1774242002303000000,0
jps.global.handle.before.change.events.ms,1774241996570000000,1774242002303000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1774241996570000000,1774242002303000000,0
workspaceModel.mutableEntityStorage.entities.ms,1774241996570000000,1774242002303000000,0
jps.modifiable.module.model.bridge.load.module.ms,1774241996570000000,1774242002303000000,0
jps.library.entities.serializer.save.entities.ms,1774241996570000000,1774242002303000000,0
jps.global.initialize.library.bridges.ms,1774241996570000000,1774242002303000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1774241996570000000,1774242002303000000,0
workspaceModel.global.apply.state.to.project.ms,1774241996570000000,1774242002303000000,0
workspaceModel.delayed.project.synchronizer.sync.ms,1774241996570000000,1774242002303000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1774241996570000000,1774242002303000000,0
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1774241996570000000,1774242002303000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1774241996570000000,1774242002303000000,0
jps.facet.change.listener.process.change.events.ms,1774241996570000000,1774242002303000000,0
jps.load.initial.state.ms,1774241996570000000,1774242002303000000,0
jps.module.dependency.index.workspace.model.listener.on.changed.ms,1774241996570000000,1774242002303000000,0
jps.project.serializers.save.ms,1774241996570000000,1774242002303000000,0
workspaceModel.load.cache.from.file.ms,1774241996570000000,1774242002303000000,0
jps.modifiable.module.model.bridge.renaming.ms,1774241996570000000,1774242002303000000,0
jps.save.changed.project.entities.ms,1774241996570000000,1774242002303000000,0
jps.global.get.library.by.name.ms,1774241996570000000,1774242002303000000,0
workspaceModel.global.updates.count,1774241996570000000,1774242002303000000,0
workspaceModel.moduleBridge.before.changed.ms,1774241996570000000,1774242002303000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1774241996570000000,1774242002303000000,0
workspaceModel.load.cache.metadata.from.file.ms,1774241996570000000,1774242002303000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1774241996570000000,1774242002303000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1774241996570000000,1774242002303000000,0
workspaceModel.moduleBridgeLoader.loading.modules.ms,1774241996570000000,1774242002303000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1774241996570000000,1774242002303000000,0
jps.reload.project.entities.ms,1774241996570000000,1774242002303000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1774241996570000000,1774242002303000000,0
workspaceModel.global.updates.ms,1774241996570000000,1774242002303000000,0
workspaceModel.orphan.listener.update.ms,1774241996570000000,1774242002303000000,0
jps.global.get.library.ms,1774241996570000000,1774242002303000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1774241996570000000,1774242002303000000,0
workspaceModel.sync.entities.ms,1774241996570000000,1774242002303000000,0
jps.save.global.entities.ms,1774241996570000000,1774242002303000000,0
jps.global.handle.changed.events.ms,1774241996570000000,1774242002303000000,0
workspaceModel.do.save.caches.ms,1774241996570000000,1774242002303000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1774241996570000000,1774242002303000000,0
jps.facet.change.listener.init.bridge.ms,1774241996570000000,1774242002303000000,0
FlushQueue.executionTime90PNs,1774241996570000000,1774242002303000000,157695
NonBlockingReadAction.failedExecutionTimeUs,1774241996570000000,1774242002303000000,0
FlushQueue.waitingTimeMaxNs,1774241996570000000,1774242002303000000,292863
FlushQueue.tasksExecuted,1774241996570000000,1774242002303000000,12
NonBlockingReadAction.finalizedExecutionsCount,1774241996570000000,1774242002303000000,0
WriteAction.executionsCount,1774241996570000000,1774242002303000000,0
AWTEventQueue.eventsDispatched,1774241996570000000,1774242002303000000,19
FlushQueue.waitingTime90PNs,1774241996570000000,1774242002303000000,215039
FlushQueue.queueSizeMax,1774241996570000000,1774242002303000000,2
AWTEventQueue.dispatchTimeAvgNs,1774241996570000000,1774242002303000000,149666.52631578947
FlushQueue.queueSize90P,1774241996570000000,1774242002303000000,1
NonBlockingReadAction.finalizedExecutionTimeUs,1774241996570000000,1774242002303000000,0
FlushQueue.executionTimeMaxNs,1774241996570000000,1774242002303000000,276479
ReadAction.executionsCount,1774241996570000000,1774242002303000000,1
AWTEventQueue.dispatchTimeTotalNS,1774241996570000000,1774242002303000000,2844667
NonBlockingReadAction.failedExecutionsCount,1774241996570000000,1774242002303000000,0
FlushQueue.queueSizeAvg,1774241996570000000,1774242002303000000,0.3333333333333333
AWTEventQueue.dispatchTimeMaxNs,1774241996570000000,1774242002303000000,581631
AWTEventQueue.dispatchTime90PNs,1774241996570000000,1774242002303000000,337919
FlushQueue.executionTimeAvgNs,1774241996570000000,1774242002303000000,85722.66666666667
FlushQueue.waitingTimeAvgNs,1774241996570000000,1774242002303000000,147194.66666666666
LowMemory.gcOverloaded,1774241996570000000,1774242002303000000,0
writeAction.wait.ms,1774241996570000000,1774242002303000000,0
DiskQueryRelay.tasksExecuted,1774241996570000000,1774242002303000000,0
LowMemory.gcLoad,1774241996570000000,1774242002303000000,0.0
DiskQueryRelay.tasksRequested,1774241996570000000,1774242002303000000,0
DiskQueryRelay.taskExecutionTotalTimeUs,1774241996570000000,1774242002303000000,0
writeAction.median.wait.ms,1774241996570000000,1774242002303000000,0
writeAction.count,1774241996570000000,1774242002303000000,0
writeAction.max.wait.ms,1774241996570000000,1774242002303000000,4
DiskQueryRelay.taskWaitingTotalTimeUs,1774241996570000000,1774242002303000000,0
workspaceModel.workspaceFileIndexData.getDirectoriesByPackageName.ms,1774241996570000000,1774242002303000000,0
workspaceModel.workspaceFileIndexData.getFileInfo.ms,1774241996570000000,1774242002303000000,0
workspaceModel.workspaceFileIndexData.instances.count,1774241996570000000,1774242002303000000,0
workspaceModel.update.unloaded.entities.ms,1774241996570000000,1774242002303000000,0
workspaceModel.on.changed.ms,1774241996570000000,1774242002303000000,0
workspaceModel.cachedValue.calculated.count,1774241996570000000,1774242002303000000,0
workspaceModel.loading.total.ms,1774241996570000000,1774242002303000000,0
workspaceModel.workspaceFileIndexData.visitFileSets.ms,1774241996570000000,1774242002303000000,0
workspaceModel.initializing.ms,1774241996570000000,1774242002303000000,0
workspaceModel.cachedValueWithParameters.clear.count,1774241996570000000,1774242002303000000,0
workspaceModel.cachedValue.from.cache.count,1774241996570000000,1774242002303000000,0
workspaceModel.workspaceFileIndexData.processFileSets.ms,1774241996570000000,1774242002303000000,0
workspaceModel.workspaceFileIndexData.updateDirtyEntities.ms,1774241996570000000,1774242002303000000,0
workspaceModel.check.recursive.update.ms,1774241996570000000,1774242002303000000,0
workspaceModel.workspaceFileIndexData.getPackageName.ms,1774241996570000000,1774242002303000000,0
workspaceModel.workspaceFileIndexContributor.registerFileSets.ms,1774241996570000000,1774242002303000000,0
workspaceModel.full.replace.project.model.ms,1774241996570000000,1774242002303000000,0
workspaceModel.updates.count,1774241996570000000,1774242002303000000,0
workspaceModel.cachedValueWithParameters.calculated.count,1774241996570000000,1774242002303000000,0
workspaceModel.workspaceFileIndexData.onEntitiesChanged.ms,1774241996570000000,1774242002303000000,0
workspaceModel.workspaceFileIndexData.init.ms,1774241996570000000,1774242002303000000,0
workspaceModel.entityStorageSnapshotImpl.instances.count,1774241996570000000,1774242002303000000,0
workspaceModel.pre.handlers.ms,1774241996570000000,1774242002303000000,0
workspaceModel.cachedValue.clear.count,1774241996570000000,1774242002303000000,0
workspaceModel.loading.from.cache.ms,1774241996570000000,1774242002303000000,0
workspaceModel.cachedValueWithParameters.total.get.count,1774241996570000000,1774242002303000000,0
workspaceModel.updates.ms,1774241996570000000,1774242002303000000,0
workspaceModel.replace.project.model.ms,1774241996570000000,1774242002303000000,0
workspaceModel.cachedValue.total.get.count,1774241996570000000,1774242002303000000,0
workspaceModel.workspaceFileIndexData.markDirty.ms,1774241996570000000,1774242002303000000,0
workspaceModel.updates.precise.ms,1774241996570000000,1774242002303000000,0
workspaceModel.collect.changes.ms,1774241996570000000,1774242002303000000,0
workspaceModel.on.before.changed.ms,1774241996570000000,1774242002303000000,0
workspaceModel.init.bridges.ms,1774241996570000000,1774242002303000000,0
workspaceModel.to.snapshot.ms,1774241996570000000,1774242002303000000,0
workspaceModel.cachedValueWithParameters.from.cache.count,1774241996570000000,1774242002303000000,0
